query_table,query_column,query_value,candidate_table,candidate_column,candidate_value,similarity_score
UnitOfWork_left.csv,title,california democratic party v. jones,MemberOfParliament_right,title,david jones (welsh politician),0.5940985679626465
UnitOfWork_left.csv,title,ahrens v. clark,MemberOfParliament_right,title,archibald orr-ewing,0.5940535068511963
UnitOfWork_left.csv,title,superintendent v. hill,MemberOfParliament_right,title,don mcleod (politician),0.5883386731147766
UnitOfWork_left.csv,title,james v. united states (2007),MemberOfParliament_right,title,david james (politician),0.586467981338501
UnitOfWork_left.csv,title,zablocki v. redhail,MemberOfParliament_right,title,hussein ahamed bhaila,0.5863197445869446
UnitOfWork_left.csv,title,wyeth v. levine,MemberOfParliament_right,title,w. d. j. senewiratne,0.584617018699646
UnitOfWork_left.csv,title,sakraida v. ag pro,MemberOfParliament_right,title,s. kajendran,0.5783466100692749
UnitOfWork_left.csv,title,jones v. bock,MemberOfParliament_right,title,d. t. jones,0.5779377222061157
UnitOfWork_left.csv,title,ashe v. swenson,MemberOfParliament_right,title,thomas swain,0.5767360925674438
UnitOfWork_left.csv,title,united states v. wheeler,MemberOfParliament_right,title,roy wheeler (australian politician),0.5754480361938477
UnitOfWork_left.csv,title,robinson v. california,MemberOfParliament_right,title,william cornforth robinson,0.5731475353240967
UnitOfWork_left.csv,title,coon v. wilson,MemberOfParliament_right,title,william wilson killen,0.572761058807373
UnitOfWork_left.csv,title,reynolds v. sims,MemberOfParliament_right,title,len reynolds (politician),0.5727179646492004
UnitOfWork_left.csv,title,beard v. banks,MemberOfParliament_right,title,henry beard (politician),0.5726636648178101
UnitOfWork_left.csv,title,alexander v. sandoval,MemberOfParliament_right,title,alexander gunn (politician),0.5720441341400146
UnitOfWork_left.csv,title,dann v. johnston,MemberOfParliament_right,title,allan johnston (politician),0.570981502532959
UnitOfWork_left.csv,title,evans v. michigan,MemberOfParliament_right,title,albert evans,0.5704967975616455
UnitOfWork_left.csv,title,ex parte levitt,MemberOfParliament_right,title,denis pritt,0.5664558410644531
UnitOfWork_left.csv,title,sugarman v. dougall,MemberOfParliament_right,title,doug berry (politician),0.5660707354545593
UnitOfWork_left.csv,title,united states v. wilson,MemberOfParliament_right,title,james wilson (new zealand politician born 1849),0.5658013820648193
UnitOfWork_left.csv,title,state oil company v. khan,MemberOfParliament_right,title,junaid ahmed palak,0.5645194053649902
UnitOfWork_left.csv,title,united states v. richardson,MemberOfParliament_right,title,peter richardson (politician),0.5638987421989441
UnitOfWork_left.csv,title,johnson v. m'intosh,MemberOfParliament_right,title,james johnson (uk politician),0.5612419247627258
UnitOfWork_left.csv,title,johnson v. robison,MemberOfParliament_right,title,geoffrey johnson-smith,0.5585548877716064
UnitOfWork_left.csv,title,afroyim v. rusk,MemberOfParliament_right,title,mubarak mohammed muntaka,0.5584244728088379
UnitOfWork_left.csv,title,harper v. virginia state board of elections,MemberOfParliament_right,title,francis mclean (politician),0.557613730430603
UnitOfWork_left.csv,title,clinton v. jones,MemberOfParliament_right,title,lord arthur pelham-clinton,0.557379961013794
UnitOfWork_left.csv,title,"anderson v. liberty lobby, inc.",MemberOfParliament_right,title,gordon anderson (politician),0.5573627948760986
UnitOfWork_left.csv,title,jones v. cunningham,MemberOfParliament_right,title,george cunningham,0.5572657585144043
UnitOfWork_left.csv,title,joint anti-fascist refugee committee v. mcgrath,MemberOfParliament_right,title,allan mcdonald (australian politician),0.5566990375518799
UnitOfWork_left.csv,title,douglas v. california,MemberOfParliament_right,title,douglas scott (politician),0.5562434196472168
UnitOfWork_left.csv,title,conley v. gibson,MemberOfParliament_right,title,charles gibson (british politician),0.55484539270401
UnitOfWork_left.csv,title,commissioner v. kowalski,MemberOfParliament_right,title,rufus rogers,0.5547010898590088
UnitOfWork_left.csv,title,anderson v. celebrezze,MemberOfParliament_right,title,ken anderson (politician),0.5543442964553833
UnitOfWork_left.csv,title,smith v. united states,MemberOfParliament_right,title,edward metcalf smith,0.5524334907531738
UnitOfWork_left.csv,title,harvey v. united states,MemberOfParliament_right,title,edmund harvey (social reformer),0.5507323741912842
UnitOfWork_left.csv,title,ogden v. saunders,MemberOfParliament_right,title,eric ogden,0.549945592880249
UnitOfWork_left.csv,title,eldred v. ashcroft,MemberOfParliament_right,title,eric ogden (politician),0.5497238636016846
UnitOfWork_left.csv,title,davis v. mann,MemberOfParliament_right,title,john mann (politician),0.5485875606536865
UnitOfWork_left.csv,title,green v. biddle,MemberOfParliament_right,title,james bidgood (australian politician),0.5475600957870483
UnitOfWork_left.csv,title,grady v. corbin,MemberOfParliament_right,title,john hogan jenkins,0.5463091135025024
UnitOfWork_left.csv,title,martin v. hunter's lessee,MemberOfParliament_right,title,james hunter (politician),0.5457037687301636
UnitOfWork_left.csv,title,commissioner v. soliman,MemberOfParliament_right,title,charles henderson (politician),0.5451964139938354
UnitOfWork_left.csv,title,the paquete habana,MemberOfParliament_right,title,azra fazal pechuho,0.5451764464378357
UnitOfWork_left.csv,title,cox v. new hampshire,MemberOfParliament_right,title,tom cox (politician),0.5446829795837402
UnitOfWork_left.csv,title,robinson v. florida,MemberOfParliament_right,title,albert robinson,0.544324517250061
UnitOfWork_left.csv,title,ayers v. watson,MemberOfParliament_right,title,alick buchanan-smith,0.5426797866821289
UnitOfWork_left.csv,title,zadvydas v. davis,MemberOfParliament_right,title,s. kishore,0.5396569967269897
UnitOfWork_left.csv,title,ex parte vallandigham,MemberOfParliament_right,title,zainudin bin nordin,0.5394866466522217
UnitOfWork_left.csv,title,edelman v. jordan,MemberOfParliament_right,title,maurice johnson,0.5384067296981812
UnitOfWork_left.csv,title,ray v. blair,MemberOfParliament_right,title,roger williams (uk politician),0.5373562574386597
UnitOfWork_left.csv,title,ricci v. destefano,MemberOfParliament_right,title,anthony luchetti,0.5355532169342041
UnitOfWork_left.csv,title,richards v. mackall,MemberOfParliament_right,title,"denison faber, 1st baron wittenham",0.5349109768867493
UnitOfWork_left.csv,title,poole v. fleeger,MemberOfParliament_right,title,cecil poole (politician),0.5340946912765503
UnitOfWork_left.csv,title,taylor v. beckham,MemberOfParliament_right,title,david taylor (labour politician),0.5340874791145325
UnitOfWork_left.csv,title,"joseph burstyn, inc v. wilson",MemberOfParliament_right,title,james wilson (labour politician),0.5330197811126709
UnitOfWork_left.csv,title,pullman palace car co. v. speck,MemberOfParliament_right,title,"david prior, baron prior of brampton",0.5325003266334534
UnitOfWork_left.csv,title,united states v. peters,MemberOfParliament_right,title,edward peters,0.5321009159088135
UnitOfWork_left.csv,title,wilcox v. jackson,MemberOfParliament_right,title,robert jackson (ipswich mp),0.531915545463562
UnitOfWork_left.csv,title,terry v. ohio,MemberOfParliament_right,title,terry mccombs,0.5311654210090637
UnitOfWork_left.csv,title,carroll v. princess anne,MemberOfParliament_right,title,"sir edward colebrooke, 4th baronet",0.5311238765716553
UnitOfWork_left.csv,title,diamond v. chakrabarty,MemberOfParliament_right,title,c. chandrakanthan,0.5304268598556519
UnitOfWork_left.csv,title,cooper v. aaron,MemberOfParliament_right,title,geoffrey cooper (politician),0.530386209487915
UnitOfWork_left.csv,title,rogers v. tennessee,MemberOfParliament_right,title,terry rogers (politician),0.5303274989128113
UnitOfWork_left.csv,title,linda r. s. v. richard d.,MemberOfParliament_right,title,fred daly (politician),0.5297247767448425
UnitOfWork_left.csv,title,marsh v. chambers,MemberOfParliament_right,title,henry willis (politician),0.5294464230537415
UnitOfWork_left.csv,title,wilkie v. robbins,MemberOfParliament_right,title,william wightman,0.5284560918807983
UnitOfWork_left.csv,title,mcgrain v. daugherty,MemberOfParliament_right,title,donald macinnis,0.5284211039543152
UnitOfWork_left.csv,title,aptheker v. secretary of state,MemberOfParliament_right,title,"alexander downer, sr.",0.5276781320571899
UnitOfWork_left.csv,title,eisenstadt v. baird,MemberOfParliament_right,title,edward jerningham wakefield,0.5262420177459717
UnitOfWork_left.csv,title,alexander v. holmes county board of education,MemberOfParliament_right,title,alexander francis molamure,0.5244662761688232
UnitOfWork_left.csv,title,oswald v. new york,MemberOfParliament_right,title,jack ellis (politician),0.523733377456665
UnitOfWork_left.csv,title,cooper v. pate,MemberOfParliament_right,title,george cooper (canadian politician),0.5236951112747192
UnitOfWork_left.csv,title,frontiero v. richardson,MemberOfParliament_right,title,thomas richardson (labour politician),0.523622453212738
UnitOfWork_left.csv,title,bogardus v. commissioner,MemberOfParliament_right,title,thomas gladstone,0.523151159286499
UnitOfWork_left.csv,title,ashcroft v. free speech coalition,MemberOfParliament_right,title,jim marshall (uk politician),0.5220544338226318
UnitOfWork_left.csv,title,ex parte bain,MemberOfParliament_right,title,jean-baptiste blanchet,0.5218572616577148
UnitOfWork_left.csv,title,dandridge v. williams,MemberOfParliament_right,title,alan williams,0.5217903852462769
UnitOfWork_left.csv,title,passenger cases,MemberOfParliament_right,title,thomas buick,0.5194567441940308
UnitOfWork_left.csv,title,samuels v. mccurdy,MemberOfParliament_right,title,peter william hendy,0.5189330577850342
UnitOfWork_left.csv,title,the antelope,MemberOfParliament_right,title,angus hambro,0.5185273289680481
UnitOfWork_left.csv,title,winston v. lee,MemberOfParliament_right,title,john lee (labour politician),0.5183526277542114
UnitOfWork_left.csv,title,mckune v. lile,MemberOfParliament_right,title,len devine,0.5181589722633362
UnitOfWork_left.csv,title,united states v. dion,MemberOfParliament_right,title,maurice dionne,0.5165549516677856
UnitOfWork_left.csv,title,cooley v. board of wardens,MemberOfParliament_right,title,william woodall,0.5159441232681274
UnitOfWork_left.csv,title,bradwell v. illinois,MemberOfParliament_right,title,david bradbury (australian politician),0.5144200325012207
UnitOfWork_left.csv,title,holden v. hardy,MemberOfParliament_right,title,"greg barker, baron barker of battle",0.5139657258987427
UnitOfWork_left.csv,title,mitchell v. forsyth,MemberOfParliament_right,title,jack mcintosh (politician),0.5138900279998779
UnitOfWork_left.csv,title,flood v. kuhn,MemberOfParliament_right,title,len keogh,0.5137465596199036
UnitOfWork_left.csv,title,munaf v. geren,MemberOfParliament_right,title,mohamed musthaffa,0.5134220719337463
UnitOfWork_left.csv,title,hoke v. united states,MemberOfParliament_right,title,candice hoeppner,0.5119710564613342
UnitOfWork_left.csv,title,taylor v. taintor,MemberOfParliament_right,title,t. g. jayewardene,0.5118669271469116
UnitOfWork_left.csv,title,o'lone v. estate of shabazz,MemberOfParliament_right,title,hussain al-qallaf,0.5112050771713257
UnitOfWork_left.csv,title,greenlaw v. united states,MemberOfParliament_right,title,john greenway (british politician),0.5107260942459106
UnitOfWork_left.csv,title,norwood v. harrison,MemberOfParliament_right,title,jim harrison (politician),0.5105724334716797
UnitOfWork_left.csv,title,taylor v. louisiana,MemberOfParliament_right,title,richard taylor (uk politician),0.5102928876876831
UnitOfWork_left.csv,title,united states v. jones (2012),MemberOfParliament_right,title,marcus jones (uk politician),0.509874701499939
UnitOfWork_left.csv,title,"things remembered, inc. v. petrarca",MemberOfParliament_right,title,joseph michael perera,0.5095901489257812
UnitOfWork_left.csv,title,randall v. sorrell,MemberOfParliament_right,title,john randall (uk politician),0.5093204975128174
UnitOfWork_left.csv,title,republican party of minnesota v. white,MemberOfParliament_right,title,jim mcgovern (politician),0.5085570812225342
UnitOfWork_left.csv,title,mathews v. eldridge,MemberOfParliament_right,title,elliot johnson,0.5083631277084351
UnitOfWork_left.csv,title,memoirs v. massachusetts,MemberOfParliament_right,title,michael mcguire (politician),0.5082874298095703
UnitOfWork_left.csv,title,christopher v. smithkline beecham corp.,MemberOfParliament_right,title,s. jeyanandamoorthy,0.5065848231315613
UnitOfWork_left.csv,title,lyeth v. hoey,MemberOfParliament_right,title,andrew lysaght (jr.),0.5064082741737366
UnitOfWork_left.csv,title,tennessee v. lane,MemberOfParliament_right,title,bob lane (politician),0.5057829022407532
UnitOfWork_left.csv,title,r.a.v. v. city of st. paul,MemberOfParliament_right,title,paul latham,0.5049266219139099
UnitOfWork_left.csv,title,hanna v. plumer,MemberOfParliament_right,title,arthur poyser,0.5046998262405396
UnitOfWork_left.csv,title,north korea uncovered,MemberOfParliament_right,title,s. natesan,0.5046795010566711
UnitOfWork_left.csv,title,grosjean v. american press co.,MemberOfParliament_right,title,j. p. w. mallalieu,0.5040174126625061
UnitOfWork_left.csv,title,ragan v. merchants transfer & warehouse co.,MemberOfParliament_right,title,n. kumaraguruparan,0.5039898157119751
UnitOfWork_left.csv,title,florida star v. b. j. f.,MemberOfParliament_right,title,jim bradfield,0.503968358039856
UnitOfWork_left.csv,title,united states v. butler,MemberOfParliament_right,title,adam butler (politician),0.503813624382019
UnitOfWork_left.csv,title,wright v. rockefeller,MemberOfParliament_right,title,walter parsons (politician),0.5035322904586792
UnitOfWork_left.csv,title,kawakita v. united states,MemberOfParliament_right,title,p. b. g. kalugalla,0.502729594707489
UnitOfWork_left.csv,title,burnet v. logan,MemberOfParliament_right,title,robert joshua,0.5019779205322266
UnitOfWork_left.csv,title,rousey v. jacoway,MemberOfParliament_right,title,les mcmahon,0.5018327832221985
UnitOfWork_left.csv,title,craig v. boren,MemberOfParliament_right,title,william craig (northern ireland politician),0.5013443231582642
UnitOfWork_left.csv,title,smith v. goguen,MemberOfParliament_right,title,cecil smith (politician),0.5012356638908386
UnitOfWork_left.csv,title,bush v. gore,MemberOfParliament_right,title,harry webb (politician),0.5004947185516357
UnitOfWork_left.csv,title,ashcroft v. american civil liberties union,MemberOfParliament_right,title,john armitage (politician),0.49917879700660706
UnitOfWork_left.csv,title,mcdonald v. smith,MemberOfParliament_right,title,allan macdonald,0.49830955266952515
UnitOfWork_left.csv,title,hamilton v. regents,MemberOfParliament_right,title,len hamilton,0.49826347827911377
UnitOfWork_left.csv,title,harmon v. tyler,MemberOfParliament_right,title,shawn murphy (politician),0.4981139898300171
UnitOfWork_left.csv,title,nobelman v. american savings bank,MemberOfParliament_right,title,matthew gordon banks,0.49788305163383484
UnitOfWork_left.csv,title,lamont v. postmaster general,MemberOfParliament_right,title,george stevenson (mp),0.4978736937046051
UnitOfWork_left.csv,title,head money cases,MemberOfParliament_right,title,bill edmonds,0.49781668186187744
UnitOfWork_left.csv,title,fletcher v. peck,MemberOfParliament_right,title,robert fletcher (new zealand),0.49762123823165894
UnitOfWork_left.csv,title,rice v. cayetano,MemberOfParliament_right,title,s. kanagaratnam,0.4959052801132202
UnitOfWork_left.csv,title,united states v. harris,MemberOfParliament_right,title,tom harris (uk politician),0.4955921769142151
UnitOfWork_left.csv,title,thornley v. united states,MemberOfParliament_right,title,james bayley (politician),0.4948797821998596
UnitOfWork_left.csv,title,runyon v. mccrary,MemberOfParliament_right,title,john mullens,0.49457603693008423
UnitOfWork_left.csv,title,slaughter-house cases,MemberOfParliament_right,title,harry butcher (politician),0.49411797523498535
UnitOfWork_left.csv,title,schlup v. delo,MemberOfParliament_right,title,william sio,0.4940487742424011
UnitOfWork_left.csv,title,santa anna v. frank,MemberOfParliament_right,title,frank mcguire (politician),0.4940069019794464
UnitOfWork_left.csv,title,schlesinger v. councilman,MemberOfParliament_right,title,walter matthews (politician),0.49347013235092163
UnitOfWork_left.csv,title,mcneil v. wisconsin,MemberOfParliament_right,title,james mcnulty (canadian mp),0.4931155741214752
UnitOfWork_left.csv,title,adamson v. california,MemberOfParliament_right,title,jennie adamson,0.49298059940338135
UnitOfWork_left.csv,title,pennsylvania v. nelson,MemberOfParliament_right,title,john nelson (australian politician),0.49284183979034424
UnitOfWork_left.csv,title,phillips v. payne,MemberOfParliament_right,title,phil willis,0.49224644899368286
UnitOfWork_left.csv,title,hodgson v. minnesota,MemberOfParliament_right,title,michael mcguire,0.49121755361557007
UnitOfWork_left.csv,title,golan v. holder,MemberOfParliament_right,title,john gorst (hendon north mp),0.49120503664016724
UnitOfWork_left.csv,title,maine v. taylor,MemberOfParliament_right,title,john taylor (solihull mp),0.4909924864768982
UnitOfWork_left.csv,title,smyth v. ames,MemberOfParliament_right,title,henry saunders (politician),0.49091392755508423
UnitOfWork_left.csv,title,johnson v. zerbst,MemberOfParliament_right,title,keith johnson (australian politician),0.4894677698612213
UnitOfWork_left.csv,title,arnett v. kennedy,MemberOfParliament_right,title,terrence murphy (canadian politician),0.48912227153778076
UnitOfWork_left.csv,title,morse v. frederick,MemberOfParliament_right,title,frederick cooke (socialist),0.488913357257843
UnitOfWork_left.csv,title,bush v. palm beach county canvassing board,MemberOfParliament_right,title,jim barnes (politician),0.48868995904922485
UnitOfWork_left.csv,title,sierra club v. morton,MemberOfParliament_right,title,harry woods (politician),0.488584041595459
UnitOfWork_left.csv,title,parker v. flook,MemberOfParliament_right,title,david parker (new zealand politician),0.4879319667816162
UnitOfWork_left.csv,title,helvering v. horst,MemberOfParliament_right,title,thomas sheehan,0.48749974370002747
UnitOfWork_left.csv,title,public citizen v. department of justice,MemberOfParliament_right,title,david marshall (uk politician),0.48709070682525635
UnitOfWork_left.csv,title,bush v. vera,MemberOfParliament_right,title,bill baxter (politician),0.4870743155479431
UnitOfWork_left.csv,title,glass v. the sloop betsey,MemberOfParliament_right,title,lloyd francis,0.4867076873779297
UnitOfWork_left.csv,title,calder v. jones,MemberOfParliament_right,title,lionel beaumont-thomas,0.4859428405761719
UnitOfWork_left.csv,title,griffith v. godey,MemberOfParliament_right,title,george mudie (politician),0.4855583906173706
UnitOfWork_left.csv,title,milliken v. bradley,MemberOfParliament_right,title,tom bradley (uk politician),0.4855242371559143
UnitOfWork_left.csv,title,williams v. mississippi,MemberOfParliament_right,title,ronald williams (labour politician),0.4842042922973633
UnitOfWork_left.csv,title,locke v. karass,MemberOfParliament_right,title,james arkins,0.4837043881416321
UnitOfWork_left.csv,title,in re summers,MemberOfParliament_right,title,charles frost,0.48337870836257935
UnitOfWork_left.csv,title,gratz v. bollinger,MemberOfParliament_right,title,john bourchier (politician),0.48325759172439575
UnitOfWork_left.csv,title,castle rock v. gonzales,MemberOfParliament_right,title,brian kevin o'malley,0.4820335805416107
UnitOfWork_left.csv,title,penry v. lynaugh,MemberOfParliament_right,title,philip goldsworthy,0.4819912314414978
UnitOfWork_left.csv,title,farmer v. brennan,MemberOfParliament_right,title,michael foster (hastings and rye mp),0.48182862997055054
UnitOfWork_left.csv,title,betts v. brady,MemberOfParliament_right,title,pat galvin,0.48142698407173157
UnitOfWork_left.csv,title,board of education v. earls,MemberOfParliament_right,title,"sir arthur cowell-stepney, 2nd baronet",0.4808289408683777
UnitOfWork_left.csv,title,bowles v. russell,MemberOfParliament_right,title,arthur cowell-stepney,0.48007750511169434
UnitOfWork_left.csv,title,patterson v. alabama,MemberOfParliament_right,title,john patterson (new zealand),0.47993719577789307
UnitOfWork_left.csv,title,hamdi v. rumsfeld,MemberOfParliament_right,title,abdel wahab qaid,0.4793195128440857
UnitOfWork_left.csv,title,bellotti v. baird (1979),MemberOfParliament_right,title,david kerr (english politician),0.4793075919151306
UnitOfWork_left.csv,title,"hurley v. irish-american gay, lesbian, and bisexual group of boston",MemberOfParliament_right,title,patrick buckley (politician),0.47896265983581543
UnitOfWork_left.csv,title,block v. hirsh,MemberOfParliament_right,title,ranjith aluwihare,0.47891587018966675
UnitOfWork_left.csv,title,"sereboff v. mid atlantic medical services, inc.",MemberOfParliament_right,title,keith martin (physician),0.4788720905780792
UnitOfWork_left.csv,title,cort v. ash,MemberOfParliament_right,title,arthur groom,0.4787980914115906
UnitOfWork_left.csv,title,cruz v. beto,MemberOfParliament_right,title,mario silva (politician),0.47848814725875854
UnitOfWork_left.csv,title,ex parte quirin,MemberOfParliament_right,title,hubert lazzarini,0.4773980975151062
UnitOfWork_left.csv,title,brenner v. manson,MemberOfParliament_right,title,charles hubbard,0.4768875241279602
UnitOfWork_left.csv,title,wilkinson v. austin,MemberOfParliament_right,title,austin lewis,0.47628897428512573
UnitOfWork_left.csv,title,young v. american mini theatres,MemberOfParliament_right,title,harold young,0.4758481979370117
UnitOfWork_left.csv,title,dunlop v. bachowski,MemberOfParliament_right,title,david simpson (uk politician),0.47551774978637695
UnitOfWork_left.csv,title,arthur andersen llp v. united states,MemberOfParliament_right,title,william anderson (canadian politician),0.47536325454711914
